,airport_name,city_name,country_name,timezone,type_of_port
805,Getafe Air Base,Madrid,Spain,1,airport
806,London Gatwick Airport,London,United Kingdom,0,airport
807,Fort Sheridan Station,Fort Sheridan,United States,-6,station
808,Ji-Paraná Airport,Ji-Paraná,Brazil,-4,airport
809,Beersheba (Teyman) Airport,Beer-sheba,Israel,2,airport
810,Coetivy Airport,Coetivy,Seychelles,4,airport
811,Khankala Air Base,Grozny,Russia,3,airport
812,Khankala Air Base,Grozny,Russia,3,airport
813,Miami International Airport,Miami,United States,-5,airport
814,Mount Weld Airport,Laverton,Australia,8,airport
815,Bragança Airport,Braganca,Portugal,0,airport
816,Begumpet Airport,Hyderabad,India,5.5,airport
817,Nashville Riverfront Station,Nashville,Uganda,-6,station
818,Shekou Ferry Terminal,Shenzhen,China,8,port
819,Örnsköldsvik Airport,Ornskoldsvik,Sweden,1,airport
820,Ravenswood Station,Chicago,United States,-6,station
821,Tortolì Airport,Tortoli,Italy,1,airport
822,Cape Town International Airport,Cape Town,South Africa,2,airport
823,Jinchuan Airport,Jinchuan,China,8,airport
824,Sana'a International Airport,Sanaa,Yemen,3,airport
825,Kerben Airport,Kerben,Kyrgyzstan,6,airport
826,Diori Hamani International Airport,Niamey,Niger,1,airport
827,Douglas Municipal Airport,Douglas,United States,-7,airport
828,Halhjem Ferry Terminal,Halhjem,Norway,1,port
829,Coondewanna Airport,Coondewanna,Australia,8,airport
830,Meadows Field,Bakersfield,United States,-8,airport
831,Anahim Lake Airport,Anahim Lake,Canada,-8,airport
832,Ringebu Airfield Frya,Frya,Norway,1,airport
833,Lunéville-Croismare Airport,Luneville,France,1,airport
834,Lynn Lake Airport,Lynn Lake,Canada,-6,airport
835,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,-6,airport
836,Georgetown Municipal Airport,Georgetown,United States,-6,airport
837,Boigu Airport,Boigu,Australia,10,airport
838,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,11,airport
839,Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,-4,airport
840,Bahawalpur Airport,Bahawalpur,Pakistan,5,airport
841,Tsletsi Airport,Djelfa,Algeria,1,airport
842,Lavan Island Airport,Lavan Island,Iran,3.5,airport
843,Woja Airport,Majuro Atoll,Marshall Islands,12,airport
844,Shenzhen Bao'an International Airport,Shenzhen,China,8,airport
845,Tuguegarao Airport,Tuguegarao,Philippines,8,airport
846,Afonso Pena Airport,Curitiba,Brazil,-3,airport
847,Cranfield Airport,Cranfield,United Kingdom,0,airport
848,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,-3,airport
849,Nunapitchuk Airport,Nunapitchuk,United States,-9,airport
850,Pocono Mountains Municipal Airport,Mount Pocono,United States,-5,airport
851,Makkovik Airport,Makkovik,Canada,-4,airport
852,Lihue Airport,Lihue,United States,-10,airport
853,Siena-Ampugnano Airport,Siena,Italy,1,airport
854,Chatham Seaplane Base,Sitka,United States,-9,airport
855,Lincoln Regional Karl Harder Field,Lincoln,United States,-8,airport
856,Hameenlinna Railway Station,Hameenlinna,Finland,2,station
857,Klampenborg Railway Station,Copenhagen,Denmark,1,station
858,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,-8,airport
859,Sättna Airport,Sattna,Sweden,1,airport
860,General Ulpiano Paez Airport,Salinas,Ecuador,-5,airport
861,Kavalerovo Airport,Kavalerovo,Russia,10,airport
862,Covington Municipal Airport,Covington,United States,-5,airport
863,Tatakoto Airport,Tatakoto,French Polynesia,-10,airport
864,Hot Air Safaris Landing Area,Talek,Kenya,3,airport
865,Brandenburg Airport Railway Station,Schonefeld,Germany,1,airport
866,Badu Station,Keelung,Taiwan,8,station
867,Ballalae Airport,Ballalae,Solomon Islands,11,airport
868,Wilkes County Airport,North Wilkesboro,United States,-5,airport
869,Maré Airport,Mare,New Caledonia,11,airport
870,La Defense Heliport,Paris,France,1,airport
871,Araçatuba Airport,Aracatuba,Brazil,-3,airport
872,Gassim Airport,Gassim,Saudi Arabia,3,airport
873,Faridabad Railway Station,Faridabad,India,5.5,station
874,Quantico Station,Quantico,United States,-5,station
875,Tapanila Railway Station,Helsinki,Finland,2,station
876,Oslo Lufthavn,Oslo,Norway,1,airport
877,South Arkansas Regional At Goodwin Field,El Dorado,United States,-6,airport
878,Points North Landing Airport,Points North Landing,Canada,-6,airport
879,Erebuni Airport,Yerevan,Armenia,4,airport
880,Montgomery Union Station,Montgomery,United States,-6,station
881,Soure Airport,Soure,Brazil,-3,airport
882,Jasper County Airport-Bell Field,Jasper,United States,-5,airport
883,Kuqa Airport,Kuqa,China,8,airport
884,Lake Charles Regional Airport,Lake Charles,United States,-6,airport
885,West Chicago Station,West Chicago,United States,-6,station
886,Coleman A. Young Municipal Airport,Detroit,United States,-5,airport
887,Hastings Airport,Freetown,Sierra Leone,0,airport
888,Moises R. Espinosa Airport,Masbate,Philippines,8,airport
889,La Laguna Airport,Guanaja,Honduras,-6,airport
890,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,2,airport
891,Tefé Airport,Tefe,Brazil,-4,airport
892,RAF Scampton,Scampton,United Kingdom,0,airport
893,Stockholm Skavsta Airport,Stockholm,Sweden,1,airport
894,Antsirabe Airport,Antsirabe,Madagascar,3,airport
895,Nogales International Airport,Nogales,Mexico,-7,airport
896,Fairoaks Airport,Fairoaks,United Kingdom,0,airport
897,Zhanjiang Airport,Zhanjiang,China,8,airport
898,Guemar Airport,Guemar,Algeria,1,airport
899,Gobernador Gregores Airport,Gobernador Gregores,Argentina,-3,airport
900,Sultan Khairun Babullah Airport,Ternate,Indonesia,9,airport
901,Icy Bay Airport,Icy Bay,United States,-9,airport
902,Adelaide International Airport,Adelaide,Australia,9.5,airport
903,Columbia Metropolitan Airport,Columbia,United States,-5,airport
904,Hamburg Hbf,Hamburg,Germany,1,station
905,Boca Raton Station,Boca Raton,United States,-5,station
906,Kerava Railway Station,Kerava,Finland,2,station
907,Manchester Airport,Manchester,United Kingdom,0,airport
908,Szczecin Glowny Station,Szczecin,Poland,1,station
909,New Smyrna Beach Municipal Airport,New Smyrna Beach,United States,-5,airport
910,Khost Airport,Khost,Afghanistan,4.5,airport
911,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-3,airport
912,Catarman National Airport,Catarman,Philippines,8,airport
913,Kauhajoki Airport,Kauhajoki,Finland,2,airport
914,RAF Odiham,Odiham,United Kingdom,0,airport
915,Aripuanã Airport,Aripuana,Brazil,-4,airport
916,Casa Grande Municipal Airport,Casa Grande,United States,-7,airport
917,Cacique Aramare Airport,Puerto Ayacucho,Venezuela,-4,airport
918,RAF Honington,Honington,United Kingdom,0,airport
919,King Mswati III International Airport,Manzini,Swaziland,2,airport
920,Merimbula Airport,Merimbula,Australia,10,airport
921,Skiros Airport,Skiros,Greece,2,airport
922,Sandtoft Airfield,Sandtoft,United Kingdom,0,airport
923,Jwaneng Airport,Jwaneng,Botswana,2,airport
924,Noatak Airport,Noatak,United States,-9,airport
925,Enumclaw Airport,Enumclaw,United States,-8,airport
926,Amakusa Airport,Amakusa,Japan,9,airport
927,Plovdiv International Airport,Plovdiv,Bulgaria,2,airport
928,Charlotte Amtrak Station,Charlotte,United States,-5,station
929,"RAAF Williams, Laverton Base",Laverton,Australia,10,airport
930,Mkuze Airport,Mkuze,South Africa,2,airport
931,Grise Fiord Airport,Grise Fiord,Canada,-5,airport
932,Khankala Air Base,Grozny,Russia,3,airport
933,Maloelap Island Airport,Maloelap Island,Marshall Islands,12,airport
934,Damascus International Airport,Damascus,Syria,2,airport
935,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,2,airport
936,Selfridge Air National Guard Base Airport,Mount Clemens,United States,-5,airport
937,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,-5,airport
938,Gouda Railway Station,Gouda,Netherlands,1,station
939,Benson Airstrip,Uvalde,United States,-6,airport
940,Almirante Padilla Airport,Rio Hacha,Colombia,-5,airport
941,Arcadia Municipal Airport,Arcadia,United States,-5,airport
942,Yamuna Bridge Railway Station,Etmaddoula,India,5.5,station
943,Tortolì Airport,Tortoli,Italy,1,airport
944,Almirante Marco Andres Zar Airport,Trelew,Argentina,-3,airport
945,McMurdo Station Pegasus Field,McMurdo Station,Antarctica,12,airport
946,Luray Caverns Airport,Luray,United States,-5,airport
947,Mackay Airport,Mackay,Australia,10,airport
948,Toyama Station,Toyama,Japan,9,station
949,Montreal Central Bus Station,Montreal,Canada,-5,station
950,Nizhneangarsk Airport,Nizhneangarsk,Russia,8,airport
951,Fort Dodge Regional Airport,Fort Dodge,United States,-6,airport
952,Rabat-Salé Airport,Rabat,Morocco,0,airport
953,Manuel Márquez de León International Airport,La Paz,Mexico,-7,airport
954,Buochs Airport,Buochs,Switzerland,1,airport
955,Ameland Airfield,Ameland,Netherlands,1,airport
956,Makhado Air Force Base Airport,Lambertsbaai,South Africa,2,airport
957,Canoas Air Force Base,Porto Alegre,Brazil,-3,airport
958,Fort Frances Municipal Airport,Fort Frances,Canada,-6,airport
959,Rheine Bentlage Air Base,Rheine-brentlange,Germany,1,airport
960,Casa Grande Municipal Airport,Casa Grande,United States,-7,airport
961,Shahrekord Airport,Shahre Kord,Iran,3.5,airport
962,Villefranche-Tarare Airport,Vilefrance,France,1,airport
963,Millington-Memphis Airport,Millington,United States,-6,airport
964,Gomel Airport,Gomel,Belarus,3,airport
965,Toledo Airport,Toledo,Brazil,-3,airport
966,Sarsawa Air Force Station,Saharanpur,India,5.5,airport
967,Metz-Nancy-Lorraine Airport,Metz,France,1,airport
968,Phu Cat Airport,Phucat,Vietnam,7,airport
969,HAL Airport,Bangalore,India,5.5,airport
970,Ankang Wulipu Airport,Ankang,China,8,airport
971,Tasiujaq Airport,Tasiujaq,Canada,-5,airport
972,Trenčín Airport,Trencin,Slovakia,1,airport
973,Ilulissat Airport,Ilulissat,Greenland,-3,airport
974,Vologda Airport,Vologda,Russia,3,airport
975,Amiens-Glisy Airport,Amiens,France,1,airport
976,Croton-Harmon Station,Croton-on-Hudson,United States,-5,station
977,Emmonak Airport,Emmonak,United States,-9,airport
978,Sarakhs Airport,Sarakhs,Iran,3.5,airport
979,Nelspruit Airport,Nelspruit,South Africa,2,airport
980,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,1,airport
981,BWI Rail Station,Baltimore,United States,-5,station
982,Ferry Terminal,Whittier,United States,-9,port
983,Rzeszów-Jasionka Airport,Rzeszow,Poland,1,airport
984,High Level Airport,High Level,Canada,-7,airport
985,Debrecen Railway Station,Debrecen,Hungary,1,station
986,Caruaru Airport,Caruaru,Brazil,-3,airport
987,Cable Airport,Upland,United States,-8,airport
988,Aripuanã Airport,Aripuana,Brazil,-4,airport
989,Plattsburgh International Airport,Plattsburgh,United States,-5,airport
990,Kalkgurung Airport,Kalkgurung,Australia,9.5,airport
991,Oulu Railway Station,Oulu,Finland,2,station
992,Douliu Station,Douliu,Taiwan,8,station
993,Celle-Arloh Airport,Celle,Germany,1,airport
994,Saint-Flour-Coltines Airport,St.-flour,France,1,airport
995,Eindhoven Station,Eindhoven,Netherlands,1,station
996,Hefei Luogang International Airport,Hefei,China,8,airport
997,Chimborazo Airport,Riobamba,Ecuador,-5,airport
998,Bristol Temple Meads Railway Station,Bristol,United Kingdom,0,station
999,Coolidge Municipal Airport,Cooldige,United States,-7,airport
1000,Khasab Air Base,Khasab,Oman,4,airport
1001,Juanjui Airport,Juanjui,Peru,-5,airport
1002,Burgos Airport,Burgos,Spain,1,airport
1003,University of Illinois Willard Airport,Champaign,United States,-6,airport
1004,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,0,airport
1005,Saint-Étienne-Bouthéon Airport,St-Etienne,France,1,airport
1006,Kulob Airport,Kulyab,Tajikistan,5,airport
1007,Socorro Municipal Airport,Socorro,United States,-6,airport
1008,Rendani Airport,Manokwari,Indonesia,9,airport
1009,Ben Gurion International Airport,Tel-aviv,Israel,2,airport
1010,Klampenborg Railway Station,Copenhagen,Denmark,1,station
1011,Angsana Velavaru TMA Seaplane Dock,Meedhoo,Maldives,6,airport
1012,Meixian Airport,Meixian,China,8,airport
1013,Alalapadu Airstrip,Alapadu,Suriname,-3,airport
1014,Supadio Airport,Pontianak,Indonesia,7,airport
1015,Tri-State/Milton J. Ferguson Field,Huntington,United States,-5,airport
1016,Umuarama Airport,Umuarama,Brazil,-3,airport
1017,Verona Porta Nuova,Verona,Italy,1,port
1018,Area De Material Airport,Rio Cuarto,Argentina,-3,airport
1019,Captain Auguste George Airport,Anegada,British Virgin Islands,-4,airport
1020,Adelaide International Airport,Adelaide,Australia,9.5,airport
1021,Cibao International Airport,Santiago,Dominican Republic,-4,airport
1022,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,-7,airport
1023,Tbilisi International Airport,Tbilisi,Georgia,4,airport
1024,Goerlitz Station,Goerlitz,Germany,1,station
1025,Kigoma Airport,Kigoma,Tanzania,3,airport
1026,Kasteli Airport,Kasteli,Greece,2,airport
1027,Mombasa Moi International Airport,Mombasa,Kenya,3,airport
1028,Urzhar Airport,Urzhar,Kazakhstan,6,airport
1029,Bantayan Airport,Bantayan,Philippines,8,airport
1030,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,7,airport
1031,Akure Airport,Akure,Nigeria,1,airport
1032,Watthana Nakhon Airport,Prachin Buri,Thailand,7,airport
1033,Colorado Plains Regional Airport,Akron,United States,-7,airport
1034,Hollywood Station,Hollywood,United States,-5,station
1035,Las Dunas Airport,Ica,Peru,-5,airport
1036,Cross City Airport,Cross City,United States,-5,airport
1037,North Battleford Airport,North Battleford,Canada,-6,airport
1038,Bastak Airport,Bastak,Iran,3.5,airport
1039,Basa Air Base,Floridablanca,Philippines,8,airport
1040,Urumqi Railway Station,Urumqi,China,8,station
1041,Dongola Airport,Dongola,Sudan,3,airport
1042,Riverton Regional Airport,Riverton WY,United States,-7,airport
1043,Croker Island Airport,Croker Island,Australia,9.5,airport
1044,Siquijor Airport,Siquijor,Philippines,8,airport
1045,Arzanah Airport,Arzana,United Arab Emirates,4,airport
1046,Nejran Airport,Nejran,Saudi Arabia,3,airport
1047,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,-4,airport
1048,Manchester Airport Station,Ringway,United Kingdom,0,airport
1049,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,7,airport
1050,Monterey Peninsula Airport,Monterey,United States,-8,airport
1051,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-3,airport
1052,Cachimbo Airport,Itaituba,Brazil,-3,airport
1053,Bajura Airport,Bajura,Nepal,5.75,airport
1054,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,-4,airport
1055,Dillingham Airfield,Dillingham,United States,-10,airport
1056,Butterworth Airport,Butterworth,Malaysia,8,airport
1057,Tipton Airport,Fort Meade,United States,-5,airport
1058,Marshall Army Air Field,Fort Riley,United States,-6,airport
1059,Ardmore Municipal Airport,Ardmore,United States,-6,airport
1060,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,1,airport
1061,Woodmere Station,Woodmere,United States,-5,station
1062,Tampere-Pirkkala Airport,Tampere,Finland,2,airport
1063,Khunan Phumipol Airport,Tak,Thailand,7,airport
1064,Eskişehir Air Base,Eskisehir,Turkey,3,airport
1065,Pormpuraaw Airport,Pormpuraaw,Australia,10,airport
1066,Adampur Airport,Adampur,India,5.5,airport
1067,Drake Field,Fayetteville,United States,-6,airport
1068,Moma Airport,Honuu,Russia,11,airport
1069,Millington-Memphis Airport,Millington,United States,-6,airport
1070,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-4,airport
1071,RNZAF Base Ohakea,Ohakea,New Zealand,12,airport
1072,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,1,airport
1073,Okondja Airport,Okondja,Gabon,1,airport
1074,CFB Bagotville,Bagotville,Canada,-5,airport
1075,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-3,airport
1076,Misima Island Airport,Misima Island,Papua New Guinea,10,airport
1077,Borj El Amri Airport,Bordj El Amri,Tunisia,1,airport
1078,Greenwich Station,Greenwich,United States,-5,station
1079,Dezhou East Railway Station,Dezhou,China,8,station
1080,Waycross Ware County Airport,Waycross,United States,-5,airport
1081,Pryor Field Regional Airport,Decatur,United States,-6,airport
1082,Moranbah Airport,Moranbah,Australia,10,airport
1083,Meadows Field,Bakersfield,United States,-8,airport
1084,Captain Ramon Xatruch Airport,La Palma,Panama,-5,airport
1085,Knox County Regional Airport,Rockland,United States,-5,airport
1086,Kostroma Sokerkino Airport,Kostroma,Russia,3,airport
1087,Forlì Airport,Forli,Italy,1,airport
1088,Quimper-Cornouaille Airport,Quimper,France,1,airport
1089,Cobar Airport,Cobar,Australia,10,airport
1090,Zamperini Field,Torrance,United States,-8,airport
1091,Grand Geneva Resort Airport,Lake Geneva,United States,-6,airport
1092,Pike County-Hatcher Field,Pikeville,United States,-5,airport
1093,Tunoshna Airport,Yaroslavl,Russia,3,airport
1094,Kauhajoki Airport,Kauhajoki,Finland,2,airport
1095,Silver Creek Airport,Stann Creek,Belize,-6,airport
1096,Cat Lake Airport,Cat Lake,Canada,-6,airport
1097,Sydney International Airport Station,Mascot,Australia,10,airport
1098,Oki Airport,Oki Island,Japan,9,airport
1099,Hot Air Safaris Landing Area,Talek,Kenya,3,airport
1100,Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,-6,airport
1101,Erskineville Railway Station,Erskineville,Australia,10,station
1102,Aomori Airport,Aomori,Japan,9,airport
1103,Hua Mak Station,Bangkok,Thailand,8,station
1104,Ogoki Post Airport,Ogoki Post,Canada,-5,airport
1105,Golog Maqin Airport,Golog,China,8,airport
1106,Ejin Banner-Taolai Airport,Ejin Banner,China,8,airport
1107,Ussel-Thalamy Airport,Ussel,France,1,airport
1108,Baltrum Airport,Baltrum,Germany,1,airport
1109,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,7,airport
1110,Erfurt Airport,Erfurt,Germany,1,airport
1111,Ieper Station,Ypres,Belgium,1,station
1112,Scatsta Airport,Scatsta,United Kingdom,0,airport
1113,Bathpalathang Airport,Jakar,Bhutan,6,airport
1114,Roberts International Airport,Monrovia,Liberia,0,airport
1115,Futian Checkpoint Station,Shenzhen,China,8,station
1116,Trenton Amtrak Station,Trenton,United States,-5,station
1117,Khankala Air Base,Grozny,Russia,3,airport
1118,Cartwright Airport,Cartwright,Canada,-4,airport
1119,Girona Airport,Gerona,Spain,1,airport
1120,Lombard Station,Lombard,United States,-6,station
1121,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5,airport
1122,Dhanbad Airport,Dhanbad,India,5.5,airport
1123,Tabatinga Airport,Tabatinga,Brazil,-4,airport
1124,Chinchilla Airport,Chinchilla,Australia,10,airport
1125,Egal International Airport,Hargeisa,Somalia,3,airport
1126,Hickam Air Force Base,Honolulu,United States,-10,airport
1127,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,1,airport
1128,Omboue Hopital Airport,Omboue Hospial,Gabon,1,airport
1129,Lake Cumberland Regional Airport,Somerset,United States,-5,airport
1130,Batman Airport,Batman,Turkey,3,airport
1131,Fianarantsoa Airport,Fianarantsoa,Madagascar,3,airport
1132,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,2,airport
1133,Carpentras Airport,Carpentras,France,1,airport
1134,Bornholm Airport,Ronne,Denmark,1,airport
1135,Dover Air Force Base,Dover,United States,-5,airport
1136,San Luis Airport,San Luis,Spain,1,airport
1137,Tlaxcala Airport,Tlaxcala,Mexico,-6,airport
1138,Koln HBF,Koln,Germany,1,station
1139,Nellis Air Force Base,Las Vegas,United States,-8,airport
1140,Trondheim Airport Værnes,Trondheim,Norway,1,airport
1141,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-3,airport
1142,Athens Ben Epps Airport,Athens,United States,-5,airport
1143,Likoma Island Airport,Likoma Island,Malawi,2,airport
1144,Gomel Airport,Gomel,Belarus,3,airport
1145,Marquette Airport,Marquette,United States,-5,airport
1146,Suzhou North Railway Station,Suzhou,China,8,station
1147,Gu-Lian Airport,Mohe County,China,8,airport
1148,Plovdiv South Bus Station,Plovdiv,Bulgaria,2,station
1149,Toledo Express Airport,Toledo,United States,-5,airport
1150,Windwood Fly-In Resort Airport,Davis,United States,-4,airport
1151,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,1,airport
1152,Marlboro Gautrain Station,Johannesburg,South Africa,2,station
1153,Barrow Walney Island Airport,Barrow Island,United Kingdom,0,airport
1154,Lake Manyara Airport,Lake Manyara,Tanzania,3,airport
1155,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),2,airport
1156,Arad International Airport,Arad,Romania,2,airport
1157,Kashan Airport,Kashan,Iran,3.5,airport
1158,Bob Hope Airport,Burbank,United States,-8,airport
1159,Huronia Airport,Midland,Canada,-5,airport
1160,Rar Gwamar Airport,Dobo,Indonesia,9,airport
1161,Kivalina Airport,Kivalina,United States,-9,airport
1162,Kinston Regional Jetport At Stallings Field,Kinston,United States,-5,airport
1163,Juan De Ayolas Airport,Ayolas,Paraguay,-4,airport
1164,Siegerland Airport,Siegerland,Germany,1,airport
1165,Ouzinkie Airport,Ouzinkie,United States,-9,airport
1166,Semyazino Airport,Vladimir,Russia,3,airport
1167,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,-7,airport
1168,Ambatomainty Airport,Ambatomainty,Madagascar,3,airport
1169,General Mitchell International Airport,Milwaukee,United States,-6,airport
1170,Isle of Man Airport,Isle Of Man,Isle of Man,0,airport
1171,Imamiya Station,Osaka,Japan,9,station
1172,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,12,airport
1173,Shanghai South Railway Station,Shanghai,China,8,station
1174,Haifa International Airport,Haifa,Israel,2,airport
1175,RAF Northolt,Northolt,United Kingdom,0,airport
1176,Zulu Inyala Airport,Phinda,South Africa,2,airport
1177,Bristol Temple Meads Railway Station,Bristol,United Kingdom,0,station
1178,Niigata Airport,Niigata,Japan,9,airport
1179,San Carlos Airport,San Carlos,United States,-8,airport
1180,Nanjing Lukou Airport,Nanjing,China,8,airport
1181,Adolf Würth Airport,Schwaebisch Hall,Germany,1,airport
1182,Jekyll Island Airport,Jekyll Island,United States,-5,airport
1183,Nampong Air Base,Nampong,Burma,6.5,airport
1184,Sunyani Airport,Sunyani,Ghana,0,airport
1185,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,1,airport
1186,Kerema Airport,Kerema,Papua New Guinea,10,airport
1187,Piteå Airport,Pitea,Sweden,1,airport
1188,Rose Bay Airport,Sydney,Australia,10,airport
1189,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,-7,airport
1190,Nogales International Airport,Nogales,Mexico,-7,airport
1191,Huntingdon Station,Huntingdon,United States,-5,station
1192,Ürümqi Diwopu International Airport,Urumqi,China,8,airport
1193,Alverca Air Base,Alverca,Portugal,0,airport
1194,Huangcun Railway Station,Beijing,China,8,station
1195,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,3,airport
1196,Westport Amtrak Station,Westport,United States,-5,station
1197,Mariposa Yosemite Airport,Mariposa,United States,-8,airport
1198,Burlingame Station,Burlingame,United States,-8,station
1199,Braga Municipal Aerodrome,Braga,Portugal,0,airport
1200,Timbuktu Airport,Tombouctou,Mali,0,airport
1201,U-Tapao International Airport,Pattaya,Thailand,7,airport
1202,Capital City Airport,Harrisburg,United States,-5,airport
1203,Longview Ranch Airport,Longview,United States,-8,airport
1204,Youngstown Warren Regional Airport,Youngstown,United States,-5,airport
1205,Sanshui South Railway Station,Sanshui,China,8,station
1206,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-4,airport
1207,Düsseldorf Airport,Duesseldorf,Germany,1,airport
1208,Calatayud Railway Station,Calatayud,Spain,1,station
1209,Coetivy Airport,Coetivy,Seychelles,4,airport
1210,Dekai Airport,Dekai,Indonesia,9,airport
1211,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,-3,airport
1212,Streatham Common Railway Station,London,United Kingdom,0,station
1213,Rothera Research Station,Rothera Research Station,United Kingdom,12,airport
1214,Swan Hill Airport,Swan Hill,Australia,10,airport
1215,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,-3,airport
1216,Lien Khuong Airport,Dalat,Vietnam,7,airport
1217,Dübendorf Air Base,Dubendorf,Switzerland,1,airport
1218,Kars Airport,Kars,Turkey,3,airport
1219,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,1,airport
1220,Snohomish County (Paine Field) Airport,Everett,United States,-8,airport
1221,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,-4,airport
1222,Harar Meda Airport,Debre Zeyit,Ethiopia,3,airport
1223,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,-7,airport
1224,Zhongguancun Station,Beijing,China,8,station
1225,Escuela Mariscal Sucre Airport,Maracay,Venezuela,-4,airport
1226,Springfield-Beckley Municipal Airport,Springfield,United States,-5,airport
1227,Grant County Airport,Silver City,United States,-7,airport
1228,Yasser Arafat International Airport,Gaza,Palestine,2,airport
1229,Earlswood Railway Station,Earlswood,United Kingdom,0,station
1230,Salt Lake City International Airport,Salt Lake City,United States,-7,airport
1231,Bijie Feixiong Airport,Bijie,China,8,airport
1232,Woitape Airport,Woitape,Papua New Guinea,10,airport
1233,Winkler County Airport,Wink,United States,-6,airport
1234,Panjgur Airport,Panjgur,Pakistan,5,airport
1235,Vunisea Airport,Vunisea,Fiji,12,airport
1236,Alonso Valderrama Airport,Chitré,Panama,-5,airport
1237,Gore Bay Manitoulin Airport,Gore Bay,Canada,-5,airport
1238,Mende-Brenoux Airfield,Mende,France,1,airport
1239,Randall Airport,Middletown,United States,-5,airport
1240,Iauaretê Airport,Iauarete,Brazil,-4,airport
1241,Guillermo León Valencia Airport,Popayan,Colombia,-5,airport
1242,Jamnagar Airport,Jamnagar,India,5.5,airport
1243,Prince George Railway Station,Prince George,Canada,-7,station
1244,St Jean Airport,St. Jean,Canada,-5,airport
1245,Los Brasiles Airport,Los Brasiles,Nicaragua,-6,airport
1246,Maio Airport,Maio,Cape Verde,-1,airport
1247,La Chorrera Airport,La Chorrera,Colombia,-5,airport
1248,Stouffville GO Station,Stouffville,Canada,-5,station
1249,False Pass Airport,False Pass,United States,-9,airport
1250,Berbera Airport,Berbera,Somalia,3,airport
1251,Oakleigh Park Railway Station,Oakleigh Park,United Kingdom,0,station
1252,Mehamn Airport,Mehamn,Norway,1,airport
1253,Tancos Airbase,Tancos,Portugal,0,airport
1254,A 511 Airport,Pyongtaek,South Korea,9,airport
1255,Wolli Creek Railway Station,Wolli Creek,Australia,10,station
1256,Walgett Airport,Walgett,Australia,10,airport
1257,Dong Hoi Airport,Dong Hoi,Vietnam,7,airport
1258,Kastoria National Airport,Kastoria,Greece,2,airport
1259,Norman Wells Airport,Norman Wells,Canada,-7,airport
1260,Ordos Ejin Horo Airport,Dongsheng,China,8,airport
1261,RAF Scampton,Scampton,United Kingdom,0,airport
1262,Anting North Railway Station,Jiading,China,8,station
1263,Juan Casiano Airport,Guapi,Colombia,-5,airport
1264,Leh Kushok Bakula Rimpochee Airport,Leh,India,5.5,airport
1265,Ellington Airport,Houston,United States,-6,airport
1266,Yasser Arafat International Airport,Gaza,Palestine,2,airport
1267,Luoyang Airport,Luoyang,China,8,airport
1268,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,0,airport
1269,Bario Airport,Bario,Malaysia,8,airport
1270,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,-6,airport
1271,Fort Good Hope Airport,Fort Good Hope,Canada,-7,airport
